number,value,datetime_start,datetime_complete,duration,params_l2_regularization,params_learning_rate,params_max_depth,params_max_iter,params_min_samples_leaf,state,alpha
11,0.0025373979258539424,2024-10-26 16:01:34.351618,2024-10-26 16:01:37.480560,0 days 00:00:03.128942,0.9457679602265837,0.09926194889411961,8,422,1,PRUNED,0.8
12,0.0025843793275750434,2024-10-26 16:01:37.480676,2024-10-26 16:01:38.603111,0 days 00:00:01.122435,0.45151895978487305,0.09198480400265352,3,172,15,PRUNED,0.8
13,0.002727409580949274,2024-10-26 16:01:38.603226,2024-10-26 16:01:44.950562,0 days 00:00:06.347336,0.2316167792670104,0.06911397259918765,6,456,28,PRUNED,0.8
14,0.0024589967001611853,2024-10-26 16:01:44.950805,2024-10-26 16:01:47.031546,0 days 00:00:02.080741,0.5612656826039307,0.07270171779906981,6,109,11,COMPLETE,0.8
15,0.002575954365061395,2024-10-26 16:01:47.031699,2024-10-26 16:01:54.037782,0 days 00:00:07.006083,0.586240933974119,0.06303791158114769,9,301,9,PRUNED,0.8
16,0.0024984459128834513,2024-10-26 16:01:54.037904,2024-10-26 16:02:03.144597,0 days 00:00:09.106693,0.27013295036134866,0.03676490197396171,5,531,4,PRUNED,0.8
17,0.0024921542427947044,2024-10-26 16:02:03.144902,2024-10-26 16:02:11.429835,0 days 00:00:08.284933,0.10447156128517687,0.023280279158872152,11,324,1,PRUNED,0.8
18,0.0025884032434669315,2024-10-26 16:02:11.429949,2024-10-26 16:02:18.722279,0 days 00:00:07.292330,0.47674015188903607,0.06721270542236688,8,517,12,PRUNED,0.8
19,0.004522726773741916,2024-10-26 16:02:18.722398,2024-10-26 16:02:19.880715,0 days 00:00:01.158317,0.6899914444215077,0.019662605989747072,4,103,11,PRUNED,0.8
0,0.0018341746470884317,2024-10-26 16:02:20.107610,2024-10-26 16:02:26.691265,0 days 00:00:06.583655,0.5796851773372719,0.08331282478959293,11,741,7,COMPLETE,0.9
1,0.001792076171519916,2024-10-26 16:02:26.691414,2024-10-26 16:02:38.886223,0 days 00:00:12.194809,0.2674774317364551,0.0666314760450244,18,777,32,COMPLETE,0.9
2,0.0017058999915716274,2024-10-26 16:02:38.886389,2024-10-26 16:02:48.752691,0 days 00:00:09.866302,0.4445990424606556,0.03133321303406142,18,972,28,COMPLETE,0.9
3,0.0017752524149198207,2024-10-26 16:02:48.752882,2024-10-26 16:02:56.511355,0 days 00:00:07.758473,0.059754115475779135,0.06000758693231773,19,644,39,COMPLETE,0.9
4,0.0017168139859245783,2024-10-26 16:02:56.511509,2024-10-26 16:03:06.693554,0 days 00:00:10.182045,0.030117638826808957,0.04800764408477447,9,769,23,COMPLETE,0.9
5,0.0017812389486151158,2024-10-26 16:03:06.693723,2024-10-26 16:03:23.316067,0 days 00:00:16.622344,0.8287281892692366,0.02109060990564896,19,816,8,PRUNED,0.9
6,0.0017427604640041872,2024-10-26 16:03:23.316177,2024-10-26 16:03:34.936929,0 days 00:00:11.620752,0.8169141109414642,0.019051280067990166,11,561,29,COMPLETE,0.9
7,0.0017388613213124924,2024-10-26 16:03:34.937083,2024-10-26 16:03:36.536618,0 days 00:00:01.599535,0.6106036928106239,0.021345705677897366,3,298,1,COMPLETE,0.9
8,0.001772142330237982,2024-10-26 16:03:36.536768,2024-10-26 16:03:44.472886,0 days 00:00:07.936118,0.6971626664514061,0.038105319989795404,6,922,40,PRUNED,0.9
9,0.0017014379977282567,2024-10-26 16:03:44.472998,2024-10-26 16:03:50.525812,0 days 00:00:06.052814,0.4529250355286877,0.04783918078556391,5,926,17,COMPLETE,0.9
10,0.0019748659102119762,2024-10-26 16:03:50.525959,2024-10-26 16:03:53.844166,0 days 00:00:03.318207,0.3604833964003021,0.010191837450599081,4,373,14,PRUNED,0.9
11,0.0016581220072442791,2024-10-26 16:03:53.844279,2024-10-26 16:04:04.513168,0 days 00:00:10.668889,0.38793461048874756,0.032594472467724026,15,999,20,COMPLETE,0.9
12,0.001910147767875079,2024-10-26 16:04:04.513317,2024-10-26 16:04:13.744219,0 days 00:00:09.230902,0.22785703165210858,0.03384580927442862,14,997,18,PRUNED,0.9
13,0.001777065943377315,2024-10-26 16:04:13.744332,2024-10-26 16:04:18.984712,0 days 00:00:05.240380,0.44391675012535703,0.09447137858138135,15,441,20,PRUNED,0.9
14,0.0017425964961030793,2024-10-26 16:04:18.984825,2024-10-26 16:04:22.596248,0 days 00:00:03.611423,0.9882438406420665,0.04561674072670051,8,183,14,PRUNED,0.9
15,0.0018472076187506243,2024-10-26 16:04:22.596393,2024-10-26 16:04:35.304804,0 days 00:00:12.708411,0.21492193549438893,0.025721349615877392,15,880,15,PRUNED,0.9
16,0.0017858905616669806,2024-10-26 16:04:35.304917,2024-10-26 16:04:48.729665,0 days 00:00:13.424748,0.33313832871961774,0.014188226011149947,14,654,22,PRUNED,0.9
17,0.001628836752259943,2024-10-26 16:04:48.729780,2024-10-26 16:04:54.179411,0 days 00:00:05.449631,0.5412362209618142,0.04913688969420284,6,874,8,COMPLETE,0.9
18,0.0016698096387783624,2024-10-26 16:04:54.179562,2024-10-26 16:04:59.746064,0 days 00:00:05.566502,0.6289719229769171,0.0648871733771443,8,841,9,COMPLETE,0.9
19,0.0016952391635587792,2024-10-26 16:04:59.746215,2024-10-26 16:05:13.819567,0 days 00:00:14.073352,0.16291855276086809,0.02613005489391036,13,683,11,COMPLETE,0.9
